user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
yeehaw_dog,jane,1063582439459569666,2018-11-16 23:59:48,/yeehaw_dog/status/1063582439459569666,0,1,0,Lmfaooo wtff will this accomplish!!!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Lmfaooo wtff will this accomplish!!!</p>"
gordoabides,Nick Gordon,1063582439413637120,2018-11-16 23:59:48,/gordoabides/status/1063582439413637120,0,0,0,Bringing a dog to gun fight. https://twitter.com/HumanistReport/status/1063523841320804352 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Bringing a <strong>dog</strong> to gun fight. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/HumanistReport/status/1063523841320804352"" dir=""ltr"" href=""https://t.co/l5dyvpmSFr"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/HumanistReport/status/1063523841320804352""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/HumanistReport</span><span class=""invisible"">/status/1063523841320804352</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
Raging_Grace,Big Baps Haver,1063582437328936962,2018-11-16 23:59:48,/Raging_Grace/status/1063582437328936962,3,0,0,tbh I was gonna make a lycanroc before i stopped being a dog furry,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">tbh I was gonna make a lycanroc before i stopped being a <strong>dog</strong> furry</p>"
TheImperialCult,The Imperial Cult,1063582436846489600,2018-11-16 23:59:48,/TheImperialCult/status/1063582436846489600,0,2,0,(3) I wasn't confident with her so I kept looking and decided since the show is about Manchester police looked there.  I found this woman and this Tweet where she jocularly calls herself nobility.https://twitter.com/kirsten_buggy/status/951106767496368129 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">(3) I wasn't confident with her so I kept looking and decided since the show is about Manchester police looked there.  I found this woman and this Tweet where she jocularly calls herself nobility.<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/kirsten_buggy/status/951106767496368129"" dir=""ltr"" href=""https://t.co/STvvH3M6ws"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/kirsten_buggy/status/951106767496368129""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/kirsten_buggy/</span><span class=""invisible"">status/951106767496368129</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
LostCatDog,Turkey Lozenge  🚽™,1063582434858553345,2018-11-16 23:59:47,/LostCatDog/status/1063582434858553345,114,2,15,"It’s funny how standards of beauty change over time, for example Marilyn Monroe was 6’8”","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It’s funny how standards of beauty change over time, for example Marilyn Monroe was 6’8”</p>"
strogabot,strogabot,1063582432077758464,2018-11-16 23:59:46,/strogabot/status/1063582432077758464,0,0,0,here's a spicy dog post from /r/dogs! https://ift.tt/2QOFQIy ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">here's a spicy <strong>dog</strong> post from /r/<strong>dogs</strong>! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://ift.tt/2QOFQIy"" dir=""ltr"" href=""https://t.co/GqpNTyJOq2"" rel=""nofollow noopener"" target=""_blank"" title=""https://ift.tt/2QOFQIy""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">ift.tt/2QOFQIy</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>"
strogabot,strogabot,1063582430785925121,2018-11-16 23:59:46,/strogabot/status/1063582430785925121,0,0,0,here's a spicy dog post from /r/dogs! https://ift.tt/2Q8b1BG ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">here's a spicy <strong>dog</strong> post from /r/<strong>dogs</strong>! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://ift.tt/2Q8b1BG"" dir=""ltr"" href=""https://t.co/BpToqXg8h3"" rel=""nofollow noopener"" target=""_blank"" title=""https://ift.tt/2Q8b1BG""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">ift.tt/2Q8b1BG</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>"
DreaVidaurre_,drea  🌶,1063582430672666630,2018-11-16 23:59:46,/DreaVidaurre_/status/1063582430672666630,15,0,0,I had to do an interview via video chat today and my dog jumped on the bed behind me and the guy said “oh it’s a cat!” pic.twitter.com/mbD8978lHL,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I had to do an interview via video chat today and my <strong>dog</strong> jumped on the bed behind me and the guy said “oh it’s a cat!” <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/mbD8978lHL"">pic.twitter.com/mbD8978lHL</a></p>"
BadLusanda,LusandaBad,1063582427908497409,2018-11-16 23:59:45,/BadLusanda/status/1063582427908497409,1,1,0,Shoot the dog? ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Shoot the <strong>dog</strong>? <img alt=""🤷🏾‍♂️"" aria-label=""Emoji: Man shrugging (medium dark skin tone)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f937-1f3fe-200d-2642-fe0f.png"" title=""Man shrugging (medium dark skin tone)""/></p>"
thisismy4thtwit,alex,1063582421537320960,2018-11-16 23:59:44,/thisismy4thtwit/status/1063582421537320960,0,0,0,I would give this bitch my all dog but bitches be choosin,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I would give this bitch my all <strong>dog</strong> but bitches be choosin</p>"
